,SMILES,Standard Value,pIC50
CHEMBL1577661,CC(C)CN(C(=O)COC(=O)c1cc2c(s1)CCC2)C1CCS(=O)(=O)C1,1935.08,5.713301076
CHEMBL1342384,CN(C)c1ccc(NC(=O)Cn2cc3c(n2)CCCC3)cc1,325.85,6.486982275
CHEMBL1469865,Cn1c(C(=O)Nc2ccc3c(c2)OCO3)cc2c(=O)n(C)c3ccccc3c21,46.81,7.329661359
CHEMBL522990,CN(c1ccccc1C(=O)O)S(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2,6158.04,5.210557494
CHEMBL362718,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCSCC3)cc2)cc1,72,7.142667504
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,4,8.397940009
CHEMBL512579,Cc1c(O)c(C)c2occ(-c3ccc(O)cc3)c(=O)c2c1O,880,6.055517328
CHEMBL341367,Oc1cccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)cc2)c1,583,6.234331445
CHEMBL187115,COc1cc(O)c(C#N)c2cc(-c3ccc(O)cc3)oc12,32,7.494850022
CHEMBL377622,O=C1C=C2c3ccc(O)cc3CC2CC1,1530,5.815308569
CHEMBL385693,CC1=C2c3ccc(O)cc3C[C@@]23CC[C@H](C3)C1=O,12,7.920818754
CHEMBL205934,Cc1c(O)cc(C)c2c1oc(=O)c1c(C)c(O)ccc12,6.7,8.173925197
CHEMBL204902,CCc1c(O)ccc2c1c(=O)oc1c(C)c(O)ccc12,14,7.853871964
CHEMBL204119,Cc1cc(C)c2c(c1)c(=O)oc1c(C)c(O)ccc12,20,7.698970004
CHEMBL205614,COc1ccc2c(c1C)c(=O)oc1c(C)c(O)ccc12,117,6.931814138
CHEMBL204024,Cc1cc(O)cc2c1-c1ccc(O)c(C)c1OC2CC(C)C,49,7.30980392
CHEMBL204272,O=c1oc2c(Cl)c(O)ccc2c2cc(F)c(O)c(Cl)c12,180,6.744727495
CHEMBL363177,Oc1cc(F)c(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,8.5,8.070581074
CHEMBL195217,Oc1cccc(-c2ccc3cc(O)ccc3c2)c1,30,7.522878745
CHEMBL192068,Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1Cl,10.6,7.974694135
CHEMBL188527,Oc1ccc2nc(-c3cccc4ccccc34)oc2c1,1050,5.978810701
CHEMBL427533,CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,180,6.744727495
CHEMBL205119,C=Cc1cc(O)cc2c1-c1ccc(O)c(C)c1CC2,12,7.920818754
CHEMBL380717,Cc1c(O)ccc2c1oc(=O)c1c(C)c(O)cc(C)c12,5.7,8.244125144
CHEMBL200232,Oc1ccc(-c2[nH]c3ccccc3c2-c2ccc(O)cc2)cc1,11.9,7.924453039
CHEMBL200903,Oc1ccc(-n2c(-c3cccs3)nc3ccccc32)cc1,49.7,7.303643611
CHEMBL464360,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,62000,4.207608311
CHEMBL9352,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,13473,4.87053569
CHEMBL3589358,O=C(O)CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccc(O)cc4)C2O3)cc1,11700,4.931814138
CHEMBL92748,Oc1ccc2c(c1)CCC(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,1.21,8.91721463
CHEMBL334096,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(C3=CCNCC3)cc2)cc1,31,7.508638306
CHEMBL31128,CC(C)[C@H]1C(=O)c2ccc(O)cc2O[C@@H]1c1ccc(OCCN2CCCCC2)cc1,930,6.031517051
CHEMBL93266,O=C(N1Cc2cc(O)ccc2C(c2ccc(O)cc2)C1)C(F)(F)F,11.4,7.943095149
CHEMBL30950,Cc1cc(O)cc2c1C(=O)[C@@H](c1ccc(O)cc1)[C@@H](c1ccc(OCCN3CCCCC3)cc1)O2,546,6.262807357
CHEMBL184679,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H](F)C3)cc2)cc1,59,7.229147988
CHEMBL330307,Cc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,71.2,7.147520006
CHEMBL93207,O=C(c1ccccc1)N1Cc2cc(O)ccc2C(c2ccc(O)cc2)C1,27.9,7.554395797
CHEMBL74022,Oc1ccc(C2=Nc3c(O)cc(O)cc3OC2)cc1,2800,5.552841969
CHEMBL371126,Cc1c(O)cc(C#N)c2cc(-c3ccc(O)c(F)c3)ccc12,6,8.22184875
CHEMBL188246,Cc1c(O)ccc(-c2noc3cc(O)ccc23)c1O,33,7.48148606
CHEMBL186513,N#Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,6,8.22184875
CHEMBL188458,Oc1ccc2c(-c3ccc4c(Br)c(O)ccc4c3)noc2c1,87,7.060480747
CHEMBL370236,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/Cl)C1CC[C@@H]2O,122,6.913640169
CHEMBL33053,COc1cc(O)ccc1[C@@H]1C(=O)c2ccc(O)cc2O[C@@H]1c1ccc(OCCN2CCCCC2)cc1,1360,5.866461092
CHEMBL191714,Oc1ccc2cc(-c3ccccc3)ccc2c1,374,6.427128398
CHEMBL231810,O/N=C/c1ccc(-c2ccc(O)c(F)c2)c2ccccc12,4,8.397940009
CHEMBL30769,C[C@@H]1C(=O)c2c(O)cc(O)cc2O[C@@H]1c1ccc(OCCN2CCCCC2)cc1,1200,5.920818754
CHEMBL33568,O=C1c2c(F)cc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,5390,5.268411235
CHEMBL363017,Oc1ccc2nc(-c3ccc(O)c4ccccc34)oc2c1,1530,5.815308569
CHEMBL196283,CN(C)CCOc1ccc(Cn2c3ccccc3c3sc4cc(O)ccc4c32)cc1,45.6,7.341035157
CHEMBL249700,C=C1C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,34,7.468521083
CHEMBL398841,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C=C)[C@H]3CC[C@@]21C,14,7.853871964
CHEMBL198445,C#Cc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,27,7.568636236
CHEMBL397344,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC[C@]43CCC5=O)[C@@H]1CC[C@@H]2O,1460,5.835647144
CHEMBL249904,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C=C(C)CC[C@]4(C=C)[C@H]3CC[C@@]21C,72,7.142667504
CHEMBL1532659,Cc1sc2ncnc(NCc3ccco3)c2c1C,29437.36,4.531101141
CHEMBL240230,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccc(OCCCCN3CCCCC3)cc12,5594,5.252277538
CHEMBL240227,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccccc12,606,6.217527376
CHEMBL1465490,O=S(=O)(Nc1ncnc2sc3c(c12)CCC3)c1ccc2ccccc2c1,25046.48,4.601253301
CHEMBL1377177,CCN1CCN(Cc2c(O)c(Cl)cc3c(C)cc(=O)oc23)CC1,18007.88,4.744537412
CHEMBL1573389,O=C(Nc1sc2c(c1C(=O)O)CCC2)c1ccccc1,6877.37,5.16257761
CHEMBL1308226,CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)CCOc1ccccc1OC,35254.52,4.452785194
CHEMBL1559043,Cc1nn(-c2ccccc2)c(C)c1NC(=O)Cc1cccs1,27057.12,4.567718432
CHEMBL30574,O=C1c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccccc1,10000,5
CHEMBL187473,Oc1ccc(-c2noc3ccc(O)cc23)c(O)c1,138,6.860120914
CHEMBL180085,COc1ccc2c(c1)CS[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,110,6.958607315
CHEMBL183889,CC(=O)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12,6,8.22184875
CHEMBL371308,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCC4)cc3)c21,53.9,7.268411235
CHEMBL198679,CCc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,52,7.283996656
CHEMBL438516,O/N=C/c1c(Cl)cc(-c2ccc(O)c(F)c2)cc1Cl,9,8.045757491
CHEMBL232023,Cc1c(/C=N/O)c2ccccc2n1-c1ccc(O)c(F)c1,8.05,8.09420412
CHEMBL231812,O/N=C/c1ccc(-c2ccc(O)cc2)c2ccoc12,10,8
CHEMBL261781,Oc1ccc(-c2cccc(F)c2)cc1,1200,5.920818754
CHEMBL188951,N#CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,1040,5.982966661
CHEMBL364110,CCCCOc1cc(-c2nc3ccc(O)cc3o2)ccc1O,3660,5.436518915
CHEMBL316003,CCc1c(-c2ccc(O)cc2)oc(-c2ccc(O)cc2)c1-c1ccc(OCCN2CCCCC2)cc1,480,6.318758763
CHEMBL1347387,O=C(Cc1cccs1)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,69.88,7.155647104
CHEMBL315761,Oc1ccc2c(c1)S[C@H](c1ccco1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,361,6.442492798
CHEMBL226329,Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,48.6,7.313363731
CHEMBL78413,O=c1c2cc(O)ccc2oc2c1oc1ccc(O)cc12,44,7.356547324
CHEMBL78905,O=c1c2ccc(O)cc2oc2c1oc1c(Br)cc(O)cc12,1740,5.759450752
CHEMBL398455,C=C[C@]12CC[C@](C)(O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,255,6.59345982
CHEMBL216596,CCCCCCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,69,7.161150909
CHEMBL204317,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/Br)C1CC[C@@H]2O,210,6.677780705
CHEMBL361258,COc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,2.5,8.602059991
CHEMBL180300,C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,45,7.346787486
CHEMBL184372,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(O)CC3)cc2)cc1,331,6.480172006
CHEMBL361056,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CCC3CC4)cc2)cc1,52,7.283996656
CHEMBL184367,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCCC3CC4)cc2)cc1,51,7.292429824
CHEMBL510754,Oc1ccc(-c2nc3cc(O)cc(Br)c3o2)c(C(F)(F)F)c1,1.4,8.853871964
CHEMBL379252,Cc1cc(-n2cnc3cc(O)cc(O)c3c2=O)ccc1O,7487,5.125692167
CHEMBL198089,C=Cc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,60,7.22184875
CHEMBL198680,CCc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,79,7.102372909
CHEMBL198204,C#Cc1cc(-c2cc(F)c(O)c(F)c2)nc2ccc(O)cc12,750,6.124938737
CHEMBL206137,Cc1cc(-n2cnc3cc(O)cc(O)c3c2=S)ccc1O,658,6.181774106
CHEMBL3815076,CCc1ccc2c(c1)C(c1ccc(OCCN3CCOCC3)cc1)Cc1cc(O)cc(C)c1-2,190,6.721246399
CHEMBL219387,CCCCCCCCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,113,6.946921557
CHEMBL449038,O=C(CCl)Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,2360,5.627087997
CHEMBL389907,CS(=O)(=O)c1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,1800,5.744727495
CHEMBL226269,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)cc3)sc2c1,27.9,7.554395797
CHEMBL389683,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)sc2c1,66.7,7.175874166
CHEMBL59438,Oc1ccc(-c2ccc3cc(O)ccc3n2)cc1,171,6.76700389
CHEMBL363872,O=C1C(c2ccc(O)cc2)=C(Br)c2cc(O)ccc21,1.7,8.769551079
CHEMBL192539,CCC1=N[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@H](c2ccc(O)cc2)N1,9000,5.045757491
CHEMBL194762,N#Cc1cc(O)cc2ccc(-c3ccc(O)cc3)cc12,2,8.698970004
CHEMBL1362841,O=C(Cc1cccs1)Nc1ccccn1,16772.85,4.775393137
CHEMBL1583687,CCOC(=O)Cc1csc(NC(=O)Cc2cccs2)n1,5810.31,5.235800696
CHEMBL1584730,NC1=C(c2nc3ccccc3[nH]2)C(=O)CN1c1ccc(CC(=O)O)cc1,25929.39,4.5862077
CHEMBL290106,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,8147.15,5.088994288
CHEMBL1511693,Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)N3CCc4ccccc4C3)o2)cc1,4879.31,5.311641589
CHEMBL183084,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)CC3)cc2)cc1,116,6.935542011
CHEMBL184431,OCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,436,6.360513511
CHEMBL365484,OCCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,1113,5.953504836
CHEMBL328475,O=S(=O)(c1ccc2ccccc2c1)N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,1080,5.966576245
CHEMBL245575,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC[C@]43CC[C@H]5O)[C@@H]1CC[C@@H]2O,854,6.068542129
CHEMBL235496,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCc2ccccc2F)cc1,780,6.107905397
CHEMBL235497,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCc2ccc(C)cc2)cc1,915,6.038578906
CHEMBL1499638,CCC1(C)NC(=O)N(CC(=O)Nc2sc3c(c2C(N)=O)CCC3)C1=O,32.49,7.488250289
CHEMBL1360685,O=C(Cn1nnc(-c2ccc3c(c2)OCO3)n1)NCc1ccco1,2998.05,5.523161128
CHEMBL1441401,c1coc(-c2nnc3sc(Cc4cccs4)nn23)c1,4407.25,5.355832314
CHEMBL1085669,CC(C)N(CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1)C(C)C,20,7.698970004
CHEMBL1084127,CN(C)CCOc1ccc([C@@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1,23,7.638272164
CHEMBL1084128,CCN(CC)CCOc1ccc([C@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1,108,6.966576245
CHEMBL1087288,Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCCC3)cc1)C1=C2CCOc2ccccc21,140,6.853871964
CHEMBL1085172,CN1CCN(CCOc2ccc([C@@H]3Oc4cc(O)ccc4C4=C3c3ccc(O)cc3OCC4)cc2)CC1,580,6.236572006
CHEMBL1086644,Oc1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C1=C2CCCOc2cc(O)ccc21,77,7.113509275
CHEMBL1084260,Cc1ccc(C(=O)Oc2cccc3c(O)cccc23)cc1,3910,5.407823243
CHEMBL1082743,COc1ccc(C(=O)Oc2cccc3c(O)cccc23)cc1,2670,5.573488739
CHEMBL57978,O=C(O)C(O)c1ccco1,3234.72,5.490163306
CHEMBL1468708,O=C(NCc1ccco1)c1cc2c(s1)CSC2,36.8,7.434152181
CHEMBL3189499,CC(C)(C)c1nnc2sc(SC/C(O)=C(\C#N)c3nc4ccccc4[nH]3)nn2c1=O,40605.42,4.391415993
CHEMBL1084746,CC(C)=CCc1c([C@H]2CCc3ccc(O)cc3O2)ccc(O)c1O,41700,4.379863945
CHEMBL2111532,Oc1ccc([C@@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,143,6.844663963
CHEMBL70117,O=S1(=O)c2cc(O)ccc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,5950,5.225483034
CHEMBL420244,O=S(=O)(c1ccccc1)N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,18.5,7.732828272
CHEMBL190467,O=C1C(c2ccc(O)cc2)=C(Br)c2ccc(O)cc21,20,7.698970004
CHEMBL181862,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H]4C[C@@H]43)cc2)cc1,56,7.251811973
CHEMBL183090,C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)c(F)c3S[C@@H]2c2ccc(O)cc2)cc1)N1CC[C@@H](C)C1,5.3,8.27572413
CHEMBL361751,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCCN3CCCC3)cc2)cc1,81,7.091514981
CHEMBL222501,C=CCn1nc(-c2ccc(O)cc2O)c2cccc(C(F)(F)F)c21,106,6.974694135
CHEMBL361266,COC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,356,6.448550002
CHEMBL189073,Oc1ccc2c(-c3cccc4ccc(O)cc34)noc2c1,879,6.056011125
CHEMBL439806,Oc1ccc2c(c1)CC1(C2)C(c2ccccc2)=Cc2ccccc21,429,6.367542708
CHEMBL1312996,O=C(CSc1nnc(Nc2ccccc2F)s1)NCc1ccco1,141.5,6.84924356
CHEMBL1541353,CCc1nc2oc3cc(OC)ccc3c(=O)c2c(=O)n1Cc1ccco1,58.63,7.231880106
CHEMBL3189821,COc1ccc(OC)c(/C=N/c2oc(-c3ccco3)c(-c3ccco3)c2C#N)c1,9233.23,5.034646346
CHEMBL1502852,CCOC(=O)c1cnn(-c2nc(SC)nc3sc4c(c23)CCC4)c1N,69.03,7.160962127
CHEMBL1323006,Cc1noc(C)c1COc1ccc(C(=O)OCC(=O)N2c3ccccc3NC(=O)C2(C)C)cc1,3982.73,5.399819135
CHEMBL1495411,N#Cc1c(NC(=O)CN2CCCCC2)sc2c1CCC2,56.11,7.250959731
CHEMBL1570659,O=C(O)C1Nc2c(C(=O)N3CCOCC3)cccc2C2C=CCC12,40.69,7.39051231
CHEMBL1506123,O=C(COC(=O)c1cccs1)NCc1ccco1,8953.77,5.047994066
CHEMBL213838,O=C1CCC2(Cc3ccccc3)Cc3cc(O)ccc3C2=C1c1ccc(OCCN2CCOCC2)cc1,230,6.638272164
CHEMBL2403349,CC[Si](CC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,800,6.096910013
CHEMBL2403358,Cc1cc(C2(c3ccc(O)c(C)c3)CCCC2)ccc1O,770,6.113509275
CHEMBL1082424,O=C(Oc1cccc2c(O)cccc12)c1ccc(Cl)cc1Cl,1520,5.818156412
CHEMBL1407268,COCCn1c(C)cc(C(=O)COC(=O)c2cc3c(s2)CCC3)c1C,14854.99,4.828127636
CHEMBL509026,Oc1cc(Br)c2oc(-c3ccc(O)c(C(F)(F)F)c3F)nc2c1,166,6.779891912
CHEMBL363955,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,3.5,8.455931956
CHEMBL206131,O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cc1Cl,263,6.580044252
CHEMBL206286,Nc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,8242,5.08396739
CHEMBL425231,O=c1c2ccc(O)cc2nc(-c2ccc(O)cc2)n1-c1ccc(O)cc1,440553,3.356001837
CHEMBL206772,COc1cc(O)c2c(=O)n(-c3ccc(O)cc3)c(=S)[nH]c2c1,72848,4.137582367
CHEMBL206814,CCCCc1nc2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1,249,6.603800653
CHEMBL381720,Cc1c(O)cc(O)c2c(=O)n(-c3ccc(O)cc3)cnc12,1275,5.894489815
CHEMBL206702,O=c1c2c(O)c(I)c(O)c(I)c2ncn1-c1ccc(O)cc1,12298,4.910165511
CHEMBL206648,O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cn1,3531,5.452102282
CHEMBL1596516,O=C(COC(=O)c1ccccc1)NCc1ccco1,351.24,6.454396032
CHEMBL3193592,Cc1ccc(/C=c2\sc3nc(-c4ccccc4Br)nn3c2=O)o1,61.07,7.21417208
CHEMBL1423062,CN1CCN(c2ccc(NC(=O)COc3ccccc3Cl)cc2)CC1,813.8,6.089482314
CHEMBL28626,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,2927.18,5.533550571
CHEMBL1601001,N#Cc1c(NC(=O)CN2CCN(c3ccccc3)CC2)sc2c1CCC2,44488.59,4.351751358
CHEMBL1584646,N#CC1=C(N)OC2=C(CCC/C2=C/c2ccoc2)C1c1ccoc1,3995,5.398483216
CHEMBL1309624,O=C(c1ccc(CS(=O)(=O)c2ccccc2)o1)N1CCC2(CC1)OCCO2,4053.64,5.392154823
CHEMBL1449547,COc1ccc(NC(=O)Nc2ccc(N(C)C)cc2)cc1,14369.99,4.842543534
CHEMBL1390729,O=C(NCC1CCCO1)c1cc(-c2ccco2)nc2ccccc12,26405.1,4.578312183
CHEMBL1532174,CC1(N2CCOCC2)CC2(O)C(=[N+]1[O-])CCc1nonc12,256.25,6.591336126
CHEMBL91758,Oc1ccc2c(c1)S[C@@H](c1ccccc1O)[C@@H](c1ccc(OCCN3CCCCC3)cc1)O2,1.1,8.958607315
CHEMBL77794,Oc1ccc(C2=Nc3ccc(O)cc3OC2)cc1,2900,5.537602002
CHEMBL195991,CCN(CC)CCOc1ccc(Cn2c3ccccc3c3sc4cc(O)ccc4c32)cc1,25,7.602059991
CHEMBL196836,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCOCC4)cc3)c21,215,6.66756154
CHEMBL362966,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Br)c12,12,7.920818754
CHEMBL195311,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(Cl)c1,1.4,8.853871964
CHEMBL363412,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCCC4)cc3)c21,35,7.455931956
CHEMBL246341,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC=C[C@]43CC[C@@H]5O)[C@@H]1CC[C@@H]2O,157,6.804100348
CHEMBL1480378,Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1,3094.22,5.509448811
CHEMBL1595235,C=CCSC1=N/C(=C\C=C\c2ccco2)C(=O)S1,10259.27,4.98888354
CHEMBL1506716,O=C1Nc2ccccc2SC(c2ccccc2)C1O,161.11,6.792877502
CHEMBL189077,Oc1ccc2c(-c3nc4ccc(O)cc4o3)cccc2c1,3,8.522878745
CHEMBL1471945,COCc1cc(O)n2c(-c3ccc(C)cc3)nnc2n1,1032.89,5.985945927
CHEMBL211493,CC1=C2c3ccc(O)cc3CC2(c2ccccc2)CCC1=O,15,7.823908741
CHEMBL90008,CC(C)C1c2ccc(O)cc2CCN1c1ccccc1,180,6.744727495
CHEMBL200799,Oc1ccc(-c2[nH]c(C(F)(F)F)nc2-c2ccccc2)cc1,15.1,7.821023053
CHEMBL201365,Oc1ccc(-n2c(-c3ccccc3Cl)nc3ccccc32)cc1,149,6.826813732
CHEMBL1628029,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,267,6.573488739
CHEMBL373987,CC1=C2c3ccc(O)cc3C[C@@]23CCC[C@H](C3)C1=O,11,7.958607315
CHEMBL212992,CCC[C@@H]1CC[C@@H]2C[C@]13Cc1cc(O)ccc1C3=C(C)C2=O,5,8.301029996
CHEMBL457035,CC#C[C@@]1(O)CC[C@@]2(CC)c3ccc(OCc4ccncc4)cc3CC[C@@H]2C1,3500,5.455931956
CHEMBL194265,Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(Br)c2c1,3.4,8.468521083
CHEMBL197667,N#Cc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,28,7.552841969
CHEMBL197889,CC(=O)c1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,221,6.655607726
CHEMBL371305,CC(=O)c1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,93,7.031517051
CHEMBL426154,Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,863,6.063989204
CHEMBL1087812,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCOCC3)cc1)C1=C2CCOc2cc(O)ccc21,11,7.958607315
CHEMBL1085899,CC(C)N(CCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1)C(C)C,18.5,7.732828272
CHEMBL1088485,Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,21,7.677780705
CHEMBL1084129,CCN(CC)CCOc1ccc([C@@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1,28,7.552841969
CHEMBL94116,Oc1ccc([C@@H]2Sc3c(Cl)cc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,121,6.91721463
CHEMBL226268,Oc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,9.6,8.017728767
CHEMBL238959,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2c(OCCCN3CCCCC3)cccc12,3250,5.488116639
CHEMBL361226,COc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,10,8
CHEMBL4225102,O=C(/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1)N1CCNCC1,25,7.602059991
CHEMBL4228923,O=C(/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1)N1CCCC1,2.4,8.619788758
CHEMBL239938,CCN1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,83,7.080921908
CHEMBL200021,Oc1ccc(-c2noc(C(F)(F)F)c2-c2ccccc2)cc1,2.4,8.619788758
CHEMBL186945,Cc1cc(-c2noc3cc(O)ccc23)ccc1O,31,7.508638306
CHEMBL380106,CCCCC12CCC(=O)C=C1c1ccc3[nH]ncc3c1C2,283,6.548213564
CHEMBL211666,O=C1CC[C@@]2(CC3CC3)Cc3c(ccc4[nH]ncc34)C2=C1Br,4,8.397940009
CHEMBL377475,CC12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,13.4,7.872895202
